"srch_destination","user_location_region","month","srch_count","is_booking","user_location_latitude","user_location_longitude","latitude","longitude"
"AB","WA",10,32,0,47.58599,-122.291,52.321275,-114.0257
"AB","ON",2,27,1,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",11,35,0,35.53463,-119.6392,52.321275,-114.0257
"AB","FL",12,0,1,27.881775,-81.54888,52.321275,-114.0257
"AB","NJ",7,34,0,40.495165,-74.40379,52.321275,-114.0257
"AB","BC",11,60,1,49.33274,-122.9533,52.321275,-114.0257
"AB","BC",2,43,1,49.33274,-122.9533,52.321275,-114.0257
"AB","ON",6,450,0,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",9,13,1,35.53463,-119.6392,52.321275,-114.0257
"AB","TX",3,8,1,30.412685,-97.174425,52.321275,-114.0257
"AB","IL",2,0,1,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",5,16,0,40.34667,-76.31094,52.321275,-114.0257
"AB","NJ",5,26,0,40.495165,-74.40379,52.321275,-114.0257
"AB","IL",11,14,0,41.79871,-88.07561,52.321275,-114.0257
"AB","NY",12,30,0,41.77887,-73.9937,52.321275,-114.0257
"AB","FL",11,13,0,27.881775,-81.54888,52.321275,-114.0257
"AB","ON",1,43,1,43.780205,-79.403755,52.321275,-114.0257
"AB","IL",10,2,1,41.79871,-88.07561,52.321275,-114.0257
"AB","BC",4,404,0,49.33274,-122.9533,52.321275,-114.0257
"AB","BC",3,58,1,49.33274,-122.9533,52.321275,-114.0257
"AB","PA",3,1,1,40.34667,-76.31094,52.321275,-114.0257
"AB","TX",5,60,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",8,1,1,47.58599,-122.291,52.321275,-114.0257
"AB","IL",4,23,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",11,1,1,40.34667,-76.31094,52.321275,-114.0257
"AB","NY",11,1,1,41.77887,-73.9937,52.321275,-114.0257
"AB","ON",4,45,1,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",1,12,1,35.53463,-119.6392,52.321275,-114.0257
"AB","NJ",8,14,0,40.495165,-74.40379,52.321275,-114.0257
"AB","TX",9,24,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",3,7,1,47.58599,-122.291,52.321275,-114.0257
"AB","CA",4,24,1,35.53463,-119.6392,52.321275,-114.0257
"AB","NJ",7,2,1,40.495165,-74.40379,52.321275,-114.0257
"AB","WA",5,65,0,47.58599,-122.291,52.321275,-114.0257
"AB","NJ",9,3,0,40.495165,-74.40379,52.321275,-114.0257
"AB","NY",3,5,1,41.77887,-73.9937,52.321275,-114.0257
"AB","NJ",9,1,1,40.495165,-74.40379,52.321275,-114.0257
"AB","FL",7,2,1,27.881775,-81.54888,52.321275,-114.0257
"AB","ON",1,229,0,43.780205,-79.403755,52.321275,-114.0257
"AB","WA",4,37,0,47.58599,-122.291,52.321275,-114.0257
"AB","CA",5,189,0,35.53463,-119.6392,52.321275,-114.0257
"AB","NY",2,14,0,41.77887,-73.9937,52.321275,-114.0257
"AB","PA",9,3,0,40.34667,-76.31094,52.321275,-114.0257
"AB","CA",8,171,0,35.53463,-119.6392,52.321275,-114.0257
"AB","NJ",2,2,1,40.495165,-74.40379,52.321275,-114.0257
"AB","WA",7,8,1,47.58599,-122.291,52.321275,-114.0257
"AB","NJ",1,24,0,40.495165,-74.40379,52.321275,-114.0257
"AB","TX",8,79,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",6,59,0,47.58599,-122.291,52.321275,-114.0257
"AB","NY",9,1,1,41.77887,-73.9937,52.321275,-114.0257
"AB","WA",11,33,0,47.58599,-122.291,52.321275,-114.0257
"AB","ON",9,64,1,43.780205,-79.403755,52.321275,-114.0257
"AB","TX",11,42,0,30.412685,-97.174425,52.321275,-114.0257
"AB","IL",6,4,1,41.79871,-88.07561,52.321275,-114.0257
"AB","CA",3,88,0,35.53463,-119.6392,52.321275,-114.0257
"AB","TX",11,10,1,30.412685,-97.174425,52.321275,-114.0257
"AB","BC",6,454,0,49.33274,-122.9533,52.321275,-114.0257
"AB","IL",9,2,1,41.79871,-88.07561,52.321275,-114.0257
"AB","FL",6,2,1,27.881775,-81.54888,52.321275,-114.0257
"AB","IL",7,23,0,41.79871,-88.07561,52.321275,-114.0257
"AB","FL",10,0,1,27.881775,-81.54888,52.321275,-114.0257
"AB","CA",1,59,0,35.53463,-119.6392,52.321275,-114.0257
"AB","BC",10,348,0,49.33274,-122.9533,52.321275,-114.0257
"AB","CA",9,79,0,35.53463,-119.6392,52.321275,-114.0257
"AB","FL",2,4,1,27.881775,-81.54888,52.321275,-114.0257
"AB","CA",12,2,1,35.53463,-119.6392,52.321275,-114.0257
"AB","ON",3,39,1,43.780205,-79.403755,52.321275,-114.0257
"AB","BC",2,244,0,49.33274,-122.9533,52.321275,-114.0257
"AB","FL",5,13,0,27.881775,-81.54888,52.321275,-114.0257
"AB","CA",10,5,1,35.53463,-119.6392,52.321275,-114.0257
"AB","IL",1,30,0,41.79871,-88.07561,52.321275,-114.0257
"AB","WA",4,4,1,47.58599,-122.291,52.321275,-114.0257
"AB","NJ",1,1,1,40.495165,-74.40379,52.321275,-114.0257
"AB","WA",8,36,0,47.58599,-122.291,52.321275,-114.0257
"AB","ON",5,426,0,43.780205,-79.403755,52.321275,-114.0257
"AB","ON",9,327,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NY",9,4,0,41.77887,-73.9937,52.321275,-114.0257
"AB","NJ",12,1,1,40.495165,-74.40379,52.321275,-114.0257
"AB","IL",12,1,1,41.79871,-88.07561,52.321275,-114.0257
"AB","FL",8,2,1,27.881775,-81.54888,52.321275,-114.0257
"AB","ON",11,43,1,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",6,25,1,35.53463,-119.6392,52.321275,-114.0257
"AB","ON",8,49,1,43.780205,-79.403755,52.321275,-114.0257
"AB","TX",12,22,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",12,16,0,47.58599,-122.291,52.321275,-114.0257
"AB","WA",1,3,1,47.58599,-122.291,52.321275,-114.0257
"AB","PA",7,3,1,40.34667,-76.31094,52.321275,-114.0257
"AB","PA",8,3,1,40.34667,-76.31094,52.321275,-114.0257
"AB","TX",8,14,1,30.412685,-97.174425,52.321275,-114.0257
"AB","NY",1,1,1,41.77887,-73.9937,52.321275,-114.0257
"AB","BC",7,85,1,49.33274,-122.9533,52.321275,-114.0257
"AB","FL",10,8,0,27.881775,-81.54888,52.321275,-114.0257
"AB","WA",3,60,0,47.58599,-122.291,52.321275,-114.0257
"AB","ON",6,67,1,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",12,45,0,35.53463,-119.6392,52.321275,-114.0257
"AB","ON",10,281,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NY",12,5,1,41.77887,-73.9937,52.321275,-114.0257
"AB","ON",2,243,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NY",5,26,0,41.77887,-73.9937,52.321275,-114.0257
"AB","NJ",3,21,0,40.495165,-74.40379,52.321275,-114.0257
"AB","WA",9,32,0,47.58599,-122.291,52.321275,-114.0257
"AB","TX",12,5,1,30.412685,-97.174425,52.321275,-114.0257
"AB","NY",6,30,0,41.77887,-73.9937,52.321275,-114.0257
"AB","TX",6,108,0,30.412685,-97.174425,52.321275,-114.0257
"AB","FL",11,2,1,27.881775,-81.54888,52.321275,-114.0257
"AB","TX",2,45,0,30.412685,-97.174425,52.321275,-114.0257
"AB","IL",3,8,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",2,3,0,40.34667,-76.31094,52.321275,-114.0257
"AB","FL",6,9,0,27.881775,-81.54888,52.321275,-114.0257
"AB","NJ",12,2,0,40.495165,-74.40379,52.321275,-114.0257
"AB","FL",3,19,0,27.881775,-81.54888,52.321275,-114.0257
"AB","FL",1,9,0,27.881775,-81.54888,52.321275,-114.0257
"AB","FL",4,16,0,27.881775,-81.54888,52.321275,-114.0257
"AB","NJ",6,26,0,40.495165,-74.40379,52.321275,-114.0257
"AB","IL",10,22,0,41.79871,-88.07561,52.321275,-114.0257
"AB","IL",3,1,1,41.79871,-88.07561,52.321275,-114.0257
"AB","ON",5,70,1,43.780205,-79.403755,52.321275,-114.0257
"AB","BC",1,383,0,49.33274,-122.9533,52.321275,-114.0257
"AB","BC",5,67,1,49.33274,-122.9533,52.321275,-114.0257
"AB","IL",4,4,1,41.79871,-88.07561,52.321275,-114.0257
"AB","IL",1,4,1,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",10,6,0,40.34667,-76.31094,52.321275,-114.0257
"AB","TX",10,17,0,30.412685,-97.174425,52.321275,-114.0257
"AB","NY",4,28,0,41.77887,-73.9937,52.321275,-114.0257
"AB","NJ",4,6,0,40.495165,-74.40379,52.321275,-114.0257
"AB","ON",12,186,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NJ",6,5,1,40.495165,-74.40379,52.321275,-114.0257
"AB","FL",9,10,0,27.881775,-81.54888,52.321275,-114.0257
"AB","TX",9,5,1,30.412685,-97.174425,52.321275,-114.0257
"AB","BC",9,405,0,49.33274,-122.9533,52.321275,-114.0257
"AB","NY",11,13,0,41.77887,-73.9937,52.321275,-114.0257
"AB","NY",7,3,1,41.77887,-73.9937,52.321275,-114.0257
"AB","NJ",11,0,1,40.495165,-74.40379,52.321275,-114.0257
"AB","ON",11,214,0,43.780205,-79.403755,52.321275,-114.0257
"AB","IL",5,17,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",4,3,1,40.34667,-76.31094,52.321275,-114.0257
"AB","FL",12,7,0,27.881775,-81.54888,52.321275,-114.0257
"AB","IL",12,2,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",5,0,1,40.34667,-76.31094,52.321275,-114.0257
"AB","BC",1,80,1,49.33274,-122.9533,52.321275,-114.0257
"AB","NJ",11,2,0,40.495165,-74.40379,52.321275,-114.0257
"AB","BC",8,543,0,49.33274,-122.9533,52.321275,-114.0257
"AB","TX",6,22,1,30.412685,-97.174425,52.321275,-114.0257
"AB","NJ",10,0,1,40.495165,-74.40379,52.321275,-114.0257
"AB","ON",7,62,1,43.780205,-79.403755,52.321275,-114.0257
"AB","IL",8,29,0,41.79871,-88.07561,52.321275,-114.0257
"AB","IL",11,2,1,41.79871,-88.07561,52.321275,-114.0257
"AB","CA",4,149,0,35.53463,-119.6392,52.321275,-114.0257
"AB","CA",8,25,1,35.53463,-119.6392,52.321275,-114.0257
"AB","BC",12,298,0,49.33274,-122.9533,52.321275,-114.0257
"AB","NY",10,2,0,41.77887,-73.9937,52.321275,-114.0257
"AB","IL",7,0,1,41.79871,-88.07561,52.321275,-114.0257
"AB","CA",7,148,0,35.53463,-119.6392,52.321275,-114.0257
"AB","NY",4,2,1,41.77887,-73.9937,52.321275,-114.0257
"AB","PA",3,10,0,40.34667,-76.31094,52.321275,-114.0257
"AB","BC",7,616,0,49.33274,-122.9533,52.321275,-114.0257
"AB","BC",9,68,1,49.33274,-122.9533,52.321275,-114.0257
"AB","NY",7,16,0,41.77887,-73.9937,52.321275,-114.0257
"AB","FL",3,3,1,27.881775,-81.54888,52.321275,-114.0257
"AB","BC",10,58,1,49.33274,-122.9533,52.321275,-114.0257
"AB","IL",8,6,1,41.79871,-88.07561,52.321275,-114.0257
"AB","WA",6,9,1,47.58599,-122.291,52.321275,-114.0257
"AB","NJ",8,0,1,40.495165,-74.40379,52.321275,-114.0257
"AB","CA",3,11,1,35.53463,-119.6392,52.321275,-114.0257
"AB","ON",12,36,1,43.780205,-79.403755,52.321275,-114.0257
"AB","CA",7,16,1,35.53463,-119.6392,52.321275,-114.0257
"AB","FL",9,3,1,27.881775,-81.54888,52.321275,-114.0257
"AB","TX",1,6,1,30.412685,-97.174425,52.321275,-114.0257
"AB","NY",3,33,0,41.77887,-73.9937,52.321275,-114.0257
"AB","IL",5,2,1,41.79871,-88.07561,52.321275,-114.0257
"AB","CA",5,24,1,35.53463,-119.6392,52.321275,-114.0257
"AB","TX",3,31,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",12,1,1,47.58599,-122.291,52.321275,-114.0257
"AB","IL",9,10,0,41.79871,-88.07561,52.321275,-114.0257
"AB","NJ",4,0,1,40.495165,-74.40379,52.321275,-114.0257
"AB","NY",8,2,1,41.77887,-73.9937,52.321275,-114.0257
"AB","IL",6,36,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",1,3,1,40.34667,-76.31094,52.321275,-114.0257
"AB","TX",7,11,1,30.412685,-97.174425,52.321275,-114.0257
"AB","CA",10,25,0,35.53463,-119.6392,52.321275,-114.0257
"AB","WA",11,6,1,47.58599,-122.291,52.321275,-114.0257
"AB","FL",5,5,1,27.881775,-81.54888,52.321275,-114.0257
"AB","NJ",2,21,0,40.495165,-74.40379,52.321275,-114.0257
"AB","PA",11,5,0,40.34667,-76.31094,52.321275,-114.0257
"AB","IL",2,15,0,41.79871,-88.07561,52.321275,-114.0257
"AB","PA",6,2,1,40.34667,-76.31094,52.321275,-114.0257
"AB","CA",2,6,1,35.53463,-119.6392,52.321275,-114.0257
"AB","BC",8,84,1,49.33274,-122.9533,52.321275,-114.0257
"AB","ON",10,51,1,43.780205,-79.403755,52.321275,-114.0257
"AB","PA",1,9,0,40.34667,-76.31094,52.321275,-114.0257
"AB","WA",2,1,1,47.58599,-122.291,52.321275,-114.0257
"AB","WA",2,11,0,47.58599,-122.291,52.321275,-114.0257
"AB","WA",9,5,1,47.58599,-122.291,52.321275,-114.0257
"AB","NY",5,1,1,41.77887,-73.9937,52.321275,-114.0257
"AB","TX",1,28,0,30.412685,-97.174425,52.321275,-114.0257
"AB","PA",6,28,0,40.34667,-76.31094,52.321275,-114.0257
"AB","ON",8,307,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NY",8,22,0,41.77887,-73.9937,52.321275,-114.0257
"AB","NY",6,4,1,41.77887,-73.9937,52.321275,-114.0257
"AB","CA",6,172,0,35.53463,-119.6392,52.321275,-114.0257
"AB","BC",11,328,0,49.33274,-122.9533,52.321275,-114.0257
"AB","CA",11,4,1,35.53463,-119.6392,52.321275,-114.0257
"AB","NJ",10,7,0,40.495165,-74.40379,52.321275,-114.0257
"AB","FL",8,20,0,27.881775,-81.54888,52.321275,-114.0257
"AB","PA",10,0,1,40.34667,-76.31094,52.321275,-114.0257
"AB","FL",4,4,1,27.881775,-81.54888,52.321275,-114.0257
"AB","TX",10,2,1,30.412685,-97.174425,52.321275,-114.0257
"AB","ON",4,273,0,43.780205,-79.403755,52.321275,-114.0257
"AB","ON",3,278,0,43.780205,-79.403755,52.321275,-114.0257
"AB","BC",12,52,1,49.33274,-122.9533,52.321275,-114.0257
"AB","FL",7,25,0,27.881775,-81.54888,52.321275,-114.0257
"AB","NJ",3,4,1,40.495165,-74.40379,52.321275,-114.0257
"AB","BC",4,76,1,49.33274,-122.9533,52.321275,-114.0257
"AB","FL",2,22,0,27.881775,-81.54888,52.321275,-114.0257
"AB","CA",2,29,0,35.53463,-119.6392,52.321275,-114.0257
"AB","NY",1,3,0,41.77887,-73.9937,52.321275,-114.0257
"AB","TX",4,42,0,30.412685,-97.174425,52.321275,-114.0257
"AB","TX",4,7,1,30.412685,-97.174425,52.321275,-114.0257
"AB","PA",9,1,1,40.34667,-76.31094,52.321275,-114.0257
"AB","PA",4,12,0,40.34667,-76.31094,52.321275,-114.0257
"AB","TX",7,46,0,30.412685,-97.174425,52.321275,-114.0257
"AB","WA",7,78,0,47.58599,-122.291,52.321275,-114.0257
"AB","WA",10,5,1,47.58599,-122.291,52.321275,-114.0257
"AB","TX",2,4,1,30.412685,-97.174425,52.321275,-114.0257
"AB","BC",6,75,1,49.33274,-122.9533,52.321275,-114.0257
"AB","BC",5,442,0,49.33274,-122.9533,52.321275,-114.0257
"AB","WA",1,10,0,47.58599,-122.291,52.321275,-114.0257
"AB","BC",3,356,0,49.33274,-122.9533,52.321275,-114.0257
"AB","PA",2,1,1,40.34667,-76.31094,52.321275,-114.0257
"AB","NJ",5,1,1,40.495165,-74.40379,52.321275,-114.0257
"AB","FL",1,3,1,27.881775,-81.54888,52.321275,-114.0257
"AB","NY",10,1,1,41.77887,-73.9937,52.321275,-114.0257
"AB","TX",5,13,1,30.412685,-97.174425,52.321275,-114.0257
"AB","PA",7,29,0,40.34667,-76.31094,52.321275,-114.0257
"AB","PA",8,14,0,40.34667,-76.31094,52.321275,-114.0257
"AB","WA",5,8,1,47.58599,-122.291,52.321275,-114.0257
"AB","ON",7,409,0,43.780205,-79.403755,52.321275,-114.0257
"AB","NY",2,2,1,41.77887,-73.9937,52.321275,-114.0257
"AL","TX",1,38,0,30.412685,-97.174425,33.20479,-86.80771
"AL","PA",1,2,0,40.34667,-76.31094,33.20479,-86.80771
"AL","BC",4,1,0,49.33274,-122.9533,33.20479,-86.80771
"AL","TX",5,20,1,30.412685,-97.174425,33.20479,-86.80771
"AL","IL",3,1,0,41.79871,-88.07561,33.20479,-86.80771
"AL","WA",4,15,0,47.58599,-122.291,33.20479,-86.80771
"AL","NJ",9,1,1,40.495165,-74.40379,33.20479,-86.80771
"AL","TX",6,17,1,30.412685,-97.174425,33.20479,-86.80771
"AL","IL",4,2,0,41.79871,-88.07561,33.20479,-86.80771
"AL","CA",10,1,0,35.53463,-119.6392,33.20479,-86.80771
"AL","WA",10,2,1,47.58599,-122.291,33.20479,-86.80771
"AL","TX",7,28,1,30.412685,-97.174425,33.20479,-86.80771
"AL","FL",12,0,1,27.881775,-81.54888,33.20479,-86.80771
"AL","CA",6,3,0,35.53463,-119.6392,33.20479,-86.80771
"AL","NJ",9,8,0,40.495165,-74.40379,33.20479,-86.80771
"AL","FL",8,1,0,27.881775,-81.54888,33.20479,-86.80771
"AL","TX",8,29,1,30.412685,-97.174425,33.20479,-86.80771
"AL","CA",2,0,1,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",3,2,1,35.53463,-119.6392,33.20479,-86.80771
"AL","FL",11,0,1,27.881775,-81.54888,33.20479,-86.80771
"AL","NY",8,4,0,41.77887,-73.9937,33.20479,-86.80771
"AL","CA",4,0,1,35.53463,-119.6392,33.20479,-86.80771
"AL","FL",10,1,0,27.881775,-81.54888,33.20479,-86.80771
"AL","IL",3,0,1,41.79871,-88.07561,33.20479,-86.80771
"AL","TX",4,67,0,30.412685,-97.174425,33.20479,-86.80771
"AL","CA",9,8,1,35.53463,-119.6392,33.20479,-86.80771
"AL","TX",10,23,1,30.412685,-97.174425,33.20479,-86.80771
"AL","CA",11,1,1,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",7,0,1,35.53463,-119.6392,33.20479,-86.80771
"AL","NY",7,3,0,41.77887,-73.9937,33.20479,-86.80771
"AL","CA",10,0,1,35.53463,-119.6392,33.20479,-86.80771
"AL","NJ",5,0,1,40.495165,-74.40379,33.20479,-86.80771
"AL","IL",2,1,1,41.79871,-88.07561,33.20479,-86.80771
"AL","NY",8,1,1,41.77887,-73.9937,33.20479,-86.80771
"AL","NJ",1,1,1,40.495165,-74.40379,33.20479,-86.80771
"AL","TX",1,6,1,30.412685,-97.174425,33.20479,-86.80771
"AL","PA",11,3,0,40.34667,-76.31094,33.20479,-86.80771
"AL","TX",8,127,0,30.412685,-97.174425,33.20479,-86.80771
"AL","FL",2,2,1,27.881775,-81.54888,33.20479,-86.80771
"AL","TX",11,16,1,30.412685,-97.174425,33.20479,-86.80771
"AL","IL",6,0,1,41.79871,-88.07561,33.20479,-86.80771
"AL","TX",12,19,1,30.412685,-97.174425,33.20479,-86.80771
"AL","WA",11,6,0,47.58599,-122.291,33.20479,-86.80771
"AL","NJ",6,1,1,40.495165,-74.40379,33.20479,-86.80771
"AL","IL",1,0,1,41.79871,-88.07561,33.20479,-86.80771
"AL","CA",1,1,1,35.53463,-119.6392,33.20479,-86.80771
"AL","FL",6,2,0,27.881775,-81.54888,33.20479,-86.80771
"AL","WA",10,16,0,47.58599,-122.291,33.20479,-86.80771
"AL","CA",5,0,1,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",3,5,0,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",1,5,0,35.53463,-119.6392,33.20479,-86.80771
"AL","NJ",5,4,0,40.495165,-74.40379,33.20479,-86.80771
"AL","TX",11,79,0,30.412685,-97.174425,33.20479,-86.80771
"AL","TX",9,15,1,30.412685,-97.174425,33.20479,-86.80771
"AL","TX",7,162,0,30.412685,-97.174425,33.20479,-86.80771
"AL","NY",7,1,1,41.77887,-73.9937,33.20479,-86.80771
"AL","ON",10,1,1,43.780205,-79.403755,33.20479,-86.80771
"AL","IL",9,1,1,41.79871,-88.07561,33.20479,-86.80771
"AL","IL",6,1,0,41.79871,-88.07561,33.20479,-86.80771
"AL","NJ",3,0,1,40.495165,-74.40379,33.20479,-86.80771
"AL","WA",9,2,1,47.58599,-122.291,33.20479,-86.80771
"AL","NJ",8,4,0,40.495165,-74.40379,33.20479,-86.80771
"AL","FL",11,1,0,27.881775,-81.54888,33.20479,-86.80771
"AL","CA",5,4,0,35.53463,-119.6392,33.20479,-86.80771
"AL","ON",12,4,0,43.780205,-79.403755,33.20479,-86.80771
"AL","CA",11,8,0,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",12,1,1,35.53463,-119.6392,33.20479,-86.80771
"AL","ON",10,4,0,43.780205,-79.403755,33.20479,-86.80771
"AL","IL",1,4,0,41.79871,-88.07561,33.20479,-86.80771
"AL","NJ",1,5,0,40.495165,-74.40379,33.20479,-86.80771
"AL","ON",12,1,1,43.780205,-79.403755,33.20479,-86.80771
"AL","WA",6,0,1,47.58599,-122.291,33.20479,-86.80771
"AL","FL",12,1,0,27.881775,-81.54888,33.20479,-86.80771
"AL","TX",10,194,0,30.412685,-97.174425,33.20479,-86.80771
